Avocado A,Avocado B,Banana A,Banana B,Carrot A,Carrot B,Cucumber A,Cucumber B,Date,Green Apple A,Green Apple B,Green Cabbage A,Green Cabbage B,Lemon A,Lemon B,Letture A,Letture B,Onion A,Onion B,Pear A,Pear B,Pomegranate A,Pomegranate B,Red Apple A,Red Apple B,Red Cabbage A,Red Cabbage B,Red Pepper A,Red Pepper B,Sweet-Potato A,Sweet-Potato B,Tomatoe A,Tomatoe B,Yellow Pepper A,Yellow Pepper B
7.60,8.10,2.90,,2.70,,4.60,5.1,03.01.2016,,7.00,4.7,5.0,4.30,,3.00,,3.40,,8.70,9.00,3.00,4.40,,4.50,6.00,6.1,8.00,8.10,2.70,,9.10,10.10,6.40,7.50
7.50,10.70,2.90,,2.70,,4.10,4.4,04.01.2016,,7.50,5.0,5.2,4.20,,2.80,,2.80,,9.00,9.40,4.00,4.10,,,6.00,6.5,8.20,8.80,2.00,,,9.90,6.90,7.30
8.80,9.60,2.90,,2.60,,3.20,4.4,05.01.2016,,7.00,5.0,5.1,3.90,,2.90,,2.90,,8.90,9.00,2.80,4.40,,4.50,5.90,6.2,6.60,7.90,2.40,,10.00,10.20,7.30,7.50
8.80,10.10,2.80,,2.90,,3.50,4.0,06.01.2016,5.30,6.80,4.4,4.6,4.10,,3.00,,3.00,,8.00,9.90,3.20,3.90,,5.00,5.50,5.7,7.00,7.60,2.10,,8.00,8.40,7.00,7.10
9.10,10.80,2.80,,2.80,,3.50,4.9,07.01.2016,,7.30,4.4,4.5,4.30,,2.50,,3.30,,7.60,9.60,2.80,4.10,,4.50,5.40,5.4,4.90,7.70,2.60,,7.70,8.00,6.00,6.90
8.00,10.30,3.10,,2.70,,4.40,5.3,10.01.2016,,6.00,4.3,4.8,4.30,,2.60,,3.20,,9.10,10.00,2.50,4.20,,,5.50,5.7,6.80,7.30,2.40,,7.50,7.50,7.00,7.10
10.00,11.40,3.20,,2.90,,4.20,4.7,11.01.2016,,,3.9,4.2,4.20,,2.10,,3.10,,6.00,9.00,3.30,4.60,,4.50,5.30,5.4,6.80,6.80,2.60,,6.70,7.10,6.20,6.90
8.90,10.00,3.30,,2.70,,3.50,4.1,12.01.2016,,7.00,3.6,3.7,4.00,,2.00,,3.00,,9.00,10.00,3.00,4.40,,4.70,5.00,5.5,4.80,6.10,2.50,,6.40,6.80,5.70,6.90
6.90,9.80,3.70,,2.80,,3.80,4.1,13.01.2016,,7.00,3.0,3.3,4.10,,2.20,,3.30,,9.60,9.60,3.00,4.60,4.50,4.50,5.00,5.1,5.70,7.60,2.60,,6.20,6.50,5.30,7.00
,9.40,4.20,,2.50,,3.10,,14.01.2016,6.10,7.00,3.2,,4.10,,2.00,,3.00,,9.00,9.10,2.80,4.20,,5.10,5.00,,4.30,6.70,2.60,,5.50,5.60,4.70,6.10
9.30,10.00,4.60,,2.70,,3.30,,17.01.2016,6.40,7.00,3.2,,4.50,,2.30,,2.70,,9.00,9.70,3.00,5.00,,5.20,4.60,,5.20,6.90,2.60,,4.20,4.80,4.70,6.50
,11.00,4.70,,2.50,,2.80,,18.01.2016,6.80,7.00,2.7,,4.20,,1.90,,2.80,,9.00,9.60,2.50,4.60,,,4.20,,4.20,6.40,2.80,,4.10,4.20,4.40,7.00
8.50,13.10,4.70,,2.40,,3.70,,19.01.2016,,7.00,3.0,,4.20,,2.10,,3.00,,7.90,7.90,3.00,4.80,,,4.20,,5.50,6.40,2.60,,3.40,4.20,5.00,6.50
8.00,13.00,4.60,,2.40,,4.00,,20.01.2016,6.50,7.40,2.6,,4.30,,1.60,,3.10,,7.20,9.30,3.00,4.10,4.50,4.70,3.70,,5.00,7.60,2.40,,,4.00,5.00,7.30
9.00,14.00,4.70,,2.40,,4.00,,21.01.2016,,6.90,2.7,,4.50,,2.30,,2.90,,6.90,9.20,2.50,4.60,,4.50,3.60,,4.20,6.90,2.90,,3.70,4.20,4.50,6.80
9.70,10.80,4.70,,2.50,,4.60,,24.01.2016,,7.40,2.9,,4.40,,1.90,,2.90,,8.50,9.00,3.90,4.40,,,3.80,,5.80,7.70,2.50,,4.00,4.90,5.50,6.90
,11.00,4.80,,2.40,,4.50,,25.01.2016,4.00,7.00,2.9,,4.30,,2.00,,2.80,,6.70,9.60,2.50,4.70,3.20,4.50,3.50,,5.40,7.60,2.50,,,4.90,4.80,7.40
,11.40,4.90,,2.40,,4.70,,26.01.2016,,6.40,3.2,,4.20,,2.10,,2.80,,6.80,9.50,,4.70,4.50,4.50,4.00,,5.80,7.20,2.80,,4.20,5.40,5.90,6.80
,12.00,5.60,,2.40,,4.80,,01.02.2016,,7.40,2.4,,4.10,,2.20,,2.80,,,10.00,2.50,4.50,,,3.00,,5.20,7.20,2.60,,,3.60,5.10,6.90
,,5.30,,2.20,,5.60,,02.02.2016,4.00,6.00,2.3,,4.40,,2.00,,2.80,,8.00,9.20,,4.20,3.20,4.50,3.50,,5.00,6.70,2.60,,3.50,3.80,4.90,6.20
,,5.50,,2.30,,5.60,,03.02.2016,,7.30,1.8,,4.50,,1.70,,2.90,,,8.90,4.00,4.40,,4.70,3.30,,5.40,7.20,2.60,,3.30,3.90,4.80,7.10
,,5.30,,2.90,,5.40,,04.02.2016,4.00,6.30,1.7,,4.30,,2.10,,3.20,,4.70,9.60,3.00,4.60,3.20,4.50,3.10,,4.90,7.50,2.50,,,4.60,3.50,7.30
,,5.40,,2.40,,4.70,,07.02.2016,,6.30,1.7,,4.90,,2.30,,3.60,,6.90,9.10,3.50,4.20,,5.00,3.20,,8.00,8.00,2.60,,,5.10,4.90,8.10
,,5.30,,2.30,,4.30,,08.02.2016,4.00,6.00,2.2,,5.10,,2.00,,4.50,,5.40,9.60,2.50,4.80,3.20,4.50,3.20,,4.40,8.10,2.60,,3.50,4.80,4.20,8.10
,,5.10,,2.30,,4.00,,09.02.2016,,6.60,1.9,,4.90,,2.00,,4.50,,5.80,9.40,3.00,4.40,,5.00,3.00,,6.00,7.70,2.60,,3.90,4.40,6.50,7.00
,14.00,5.30,,2.30,,3.60,,10.02.2016,3.70,6.20,2.6,,4.90,,1.80,,4.40,,5.40,8.50,3.00,4.80,3.20,4.50,3.40,,7.00,7.90,2.60,,3.80,4.10,5.80,8.00
,14.00,5.20,,2.40,,4.20,,14.02.2016,4.00,5.70,2.0,,4.70,,1.40,,4.50,,8.00,8.20,3.70,5.10,3.20,4.50,3.40,,6.60,8.90,2.80,,3.90,4.10,5.00,9.30
,,4.90,,2.30,,4.10,,16.02.2016,4.00,6.70,1.9,,4.90,,2.10,,,,4.70,9.00,,5.20,3.20,4.50,3.10,,5.90,9.10,2.60,,2.50,3.60,5.50,9.20
,16.70,4.80,,2.30,,4.10,,18.02.2016,4.00,6.80,2.1,,4.50,,1.00,,3.70,,4.70,9.60,3.00,5.30,3.20,4.50,2.50,,5.60,8.50,2.70,,2.00,2.10,,8.80
,,4.60,,2.20,,3.30,,22.02.2016,4.00,6.00,2.5,,4.50,,2.00,,,,4.70,9.50,3.00,5.00,3.20,4.50,2.90,,7.20,8.80,2.50,,,2.80,6.60,8.90
,,4.60,,2.20,,2.90,,24.02.2016,4.00,6.00,2.6,,4.60,,2.00,,,,4.70,9.20,2.80,4.50,3.20,4.50,2.70,,5.20,8.70,2.60,,,3.00,5.00,8.80
,,5.10,,2.10,,5.60,,01.03.2016,4.00,6.00,1.6,,4.40,,2.00,,4.00,,4.70,9.60,3.00,4.80,3.20,4.80,2.50,,4.90,7.10,2.80,,1.80,2.00,5.70,7.60
,,5.00,,2.00,,4.50,,02.03.2016,3.70,5.90,1.4,,4.30,,1.60,,4.80,,5.10,9.20,3.00,4.50,3.50,5.10,2.20,,5.70,7.10,2.50,,,1.70,4.60,7.00
,14.00,5.10,,2.00,,3.90,,03.03.2016,4.00,5.50,1.4,,4.00,,1.40,,,,4.70,9.60,,4.70,3.20,4.50,2.30,,4.40,7.10,2.50,,2.00,2.10,4.70,7.40
,,5.70,,2.20,,3.10,,07.03.2016,4.00,5.90,1.7,,4.50,,1.70,,4.50,,4.70,8.50,3.00,5.30,3.20,4.80,2.30,,6.50,7.60,2.80,,,2.60,4.70,7.50
,,5.90,,2.20,,3.40,,09.03.2016,4.00,6.40,1.4,,4.30,,1.40,,4.00,,4.70,9.80,3.00,5.00,3.20,5.00,2.10,,5.80,8.00,3.00,,,2.30,5.10,8.10
,,6.00,,1.90,,4.10,,10.03.2016,,7.50,1.4,,4.60,,2.00,,,,,10.00,3.00,5.10,,5.00,2.10,,6.40,7.80,2.50,,2.10,2.50,4.90,7.80
,,6.00,,2.00,,3.80,,13.03.2016,4.00,6.00,1.4,,4.50,,1.60,,4.00,,4.70,10.00,3.00,4.70,3.20,4.50,2.20,,6.00,7.90,2.70,,,2.80,4.70,8.30
,,5.70,,2.10,,3.40,,16.03.2016,,6.40,1.2,,4.30,,1.50,,4.30,,,7.40,3.00,5.50,,4.80,1.60,,6.00,7.40,2.50,,2.80,3.30,6.50,7.90
,,5.90,,2.10,,3.80,,17.03.2016,,6.30,1.2,,4.20,,1.40,,4.50,,4.70,9.00,3.50,5.00,,5.00,1.60,,5.50,7.60,2.70,,,3.60,4.20,8.20
,,6.40,,2.20,,3.50,,21.03.2016,4.00,6.50,1.3,,4.60,5.4,1.90,,4.50,,5.50,10.00,4.00,5.00,3.00,4.60,1.70,,5.90,7.50,2.20,,2.20,3.40,5.00,8.50
,,6.20,,2.00,,4.00,,23.03.2016,4.00,6.80,1.3,,3.90,5.1,1.40,,4.50,,5.60,9.50,3.50,5.60,3.00,4.60,1.60,,5.30,8.20,,,,4.00,5.00,8.30
,,6.20,,2.10,,4.10,,24.03.2016,,7.20,1.1,,4.00,5.4,1.10,,,,6.00,10.00,,5.50,,5.80,1.30,,6.00,7.90,,2.70,2.20,3.90,,8.10
,,6.30,,1.80,,2.80,,03.04.2016,,7.40,1.0,,4.70,5.0,1.50,,4.30,,,10.00,,5.00,,5.00,1.50,,4.40,7.40,2.20,2.80,,5.00,4.00,7.30
,,6.30,,2.20,,2.80,,04.04.2016,,7.00,1.0,,,5.0,1.50,,,,5.50,9.80,,7.00,,5.00,1.40,,4.50,7.60,,3.20,3.60,5.30,3.90,7.90
,,6.40,,2.00,,2.70,,05.04.2016,,5.80,0.9,,3.80,4.7,2.00,,4.00,,,10.00,,5.00,,4.50,1.40,,4.80,6.70,,2.80,3.00,5.20,4.40,7.30
,,6.20,,2.10,,2.60,,06.04.2016,4.00,7.00,1.0,,4.50,4.8,1.60,,,,5.50,10.10,,,3.00,5.00,1.40,,3.90,6.50,2.20,3.10,2.70,5.10,3.80,7.00
,,6.20,,2.10,,2.30,,07.04.2016,,7.30,0.8,,4.00,5.1,1.50,,,,,10.00,,4.50,,5.00,1.40,,3.70,7.20,,2.80,4.00,4.90,3.40,6.50
,,6.40,,2.10,,1.80,,10.04.2016,4.00,6.20,1.1,,4.20,4.9,1.50,,3.50,,5.50,10.00,,,3.00,4.80,1.20,,4.20,6.70,2.50,3.10,,5.10,4.10,6.70
,,6.10,,1.80,,1.60,,12.04.2016,4.00,5.50,0.9,,3.30,4.6,1.60,,,,5.50,10.10,,,3.00,4.80,1.30,,4.30,7.10,,2.80,3.80,5.00,4.40,7.00
,,6.20,,2.10,,2.70,,14.04.2016,4.00,6.90,1.2,,4.50,4.9,1.60,,3.30,,5.50,10.00,,,3.00,4.80,1.60,,3.90,6.50,2.40,3.10,4.00,5.60,4.00,6.80
,,6.40,,2.10,,4.70,,19.04.2016,,6.70,1.1,,4.00,5.0,1.70,,,,6.50,10.30,,,,7.00,1.40,,4.00,7.80,,3.10,3.00,5.00,4.00,7.40
,,6.50,,2.00,,5.40,,20.04.2016,4.00,6.80,1.0,,4.10,5.1,1.90,,,,5.50,9.40,,,3.00,4.80,1.30,,4.80,7.10,2.60,3.10,2.70,4.70,4.60,6.90
,,6.50,,2.00,,4.60,,21.04.2016,,7.40,0.9,,4.10,4.8,1.70,,,,,10.90,,,,5.00,1.20,,5.50,6.40,2.70,3.20,3.00,4.00,5.00,6.90
,,6.30,,2.00,,2.30,,24.04.2016,4.00,7.10,1.0,,4.70,4.7,1.70,,,,5.50,10.80,,,3.00,4.50,1.30,,3.40,7.70,2.40,3.10,,4.00,4.00,6.70
,,6.10,,1.80,,1.60,,25.04.2016,4.00,7.00,1.0,,4.20,4.8,1.60,,,,,10.10,,,3.00,5.00,1.30,,5.00,7.10,2.50,2.90,3.00,4.70,3.90,6.20
,,6.20,,1.80,,1.40,,26.04.2016,4.00,7.00,1.0,,3.90,4.6,1.60,,,,5.50,10.40,,,3.00,4.50,1.30,,4.20,7.00,2.40,2.60,,4.50,3.70,7.10
,,6.20,,2.00,,2.90,,03.05.2016,,7.30,1.8,,3.80,5.0,2.00,,,,6.20,9.80,,,,5.00,1.90,,6.90,10.10,2.70,3.10,2.60,3.60,5.00,7.60
,,6.40,,2.00,,5.00,,04.05.2016,,7.40,1.6,,3.80,5.1,2.00,,,,,9.70,,,,5.00,1.80,,5.50,9.90,2.90,3.10,2.00,3.50,5.00,8.20
,,6.20,,2.00,,4.50,,05.05.2016,,7.20,1.4,,3.70,5.1,2.00,,,,,9.80,,,,5.00,1.70,,5.40,9.50,2.80,2.90,2.00,3.40,6.30,8.40
,,6.30,,2.00,,4.50,,08.05.2016,4.00,7.20,1.4,,4.50,5.3,2.00,,,,5.30,10.20,,,3.60,4.80,1.60,,6.70,10.00,3.10,3.20,3.20,3.50,5.50,8.10
,,6.40,,2.00,,4.50,,09.05.2016,4.00,7.00,1.3,,4.70,5.3,2.00,,,,,10.00,,,,5.00,1.70,,5.70,10.00,2.50,3.40,3.20,3.50,7.00,8.00
,,6.10,,1.70,,4.50,,10.05.2016,4.00,7.00,1.1,,4.60,5.4,2.00,,,,5.50,10.10,,,3.20,5.00,1.40,,7.50,9.50,,2.70,2.30,3.20,4.30,7.70
,,6.40,,2.00,,4.00,,15.05.2016,4.00,7.30,1.3,,4.50,5.5,,,,,,10.30,,,3.30,4.80,1.60,,8.30,11.20,,3.10,2.00,3.60,6.50,10.40
,,6.40,,2.00,,3.10,,16.05.2016,4.00,7.30,1.2,,4.70,5.4,1.80,,,,,10.00,,,3.00,5.00,1.50,,7.60,10.90,3.00,3.10,3.20,3.60,5.60,10.50
,,6.20,,1.80,,2.50,,17.05.2016,4.00,6.60,1.1,,5.30,5.8,1.70,,,,5.60,9.50,,,3.00,4.00,1.40,,7.50,10.40,,2.90,2.80,3.90,6.00,9.60
,,6.70,,1.90,,4.00,,23.05.2016,4.00,7.30,1.3,,4.10,5.5,2.50,,,,5.50,10.00,,,,5.00,1.80,,5.50,8.90,,3.10,,4.20,4.40,9.40
,,6.80,,2.10,,4.90,,24.05.2016,,7.40,1.2,,4.40,5.5,2.50,,,,,10.00,,,,4.00,2.10,,5.00,8.70,2.50,3.10,2.20,3.30,6.60,8.60
,,6.60,,2.10,,5.00,,25.05.2016,4.00,6.80,1.3,,3.50,5.6,2.30,,,,5.50,10.00,,,,,2.10,,5.20,8.60,,3.10,2.00,3.30,6.00,8.80
,,6.60,,2.00,,4.60,,26.05.2016,,7.50,1.2,,4.40,5.5,2.50,,,,,9.80,,,,5.00,1.90,,5.30,8.50,2.70,2.80,2.00,2.70,5.30,8.10
,,6.50,,2.10,,2.10,,01.06.2016,,7.30,1.1,,5.20,5.6,2.10,,,,,9.20,,,,5.00,1.90,,2.90,6.20,2.80,3.00,1.80,2.80,3.50,6.10
,,6.60,,2.20,,3.60,,02.06.2016,4.20,6.30,1.2,,5.30,5.4,2.50,,,,5.50,9.70,,,,,1.70,,3.10,5.80,2.50,3.20,,3.00,3.10,5.40
,,8.10,,2.20,,3.20,,06.06.2016,4.20,6.90,1.2,,2.00,5.8,2.20,,,,5.30,9.20,,,,,2.30,,3.70,6.40,2.40,3.40,,3.80,3.80,7.50
,,9.60,,1.90,,3.70,,08.06.2016,4.70*,6.60,1.3,,2.90,6.2,2.50,,,,5.50,9.20,,,,5.00,2.20,,3.00,5.60,2.70,3.00,,3.90,3.00,5.90
,,9.50,,2.30,,4.10,,13.06.2016,,7.30,1.6,,3.80,5.7,1.50,,,,5.50,9.80,,,,5.00,2.30,,4.20,6.30,2.40,2.90,,3.90,3.30*,7.10
,,9.50,,2.10,,3.90,,14.06.2016,4.40*,6.60,1.7,,5.20,5.8,2.00*,,,,5.50,9.30,,,,5.00,2.40,,4.30,6.00,2.50,2.70,,3.70,3.50,6.20
,,10.00,,2.20,,3.50,,16.06.2016,4.20,6.00,1.3,,4.00,8.0,2.10,,,,5.00,9.60,,,,,2.20,,3.00,5.60,2.50,3.00*,,3.40,3.30,5.80
,,10.40,,2.20,,3.10,,19.06.2016,,7.30,1.3,,6.00,9.5,2.10,,,,6.50,9.70,,,,5.00,2.30,,2.80,5.30,2.40,2.60,,4.00,3.00,6.90
,,10.40,,2.00,,3.00,,20.06.2016,4.20,7.30,1.4,,5.00,9.5,2.00,,,,5.00,9.20,,,,5.00,2.40,,3.60,5.20,2.50,2.90*,,3.60,3.00,6.20
,,10.00,,2.20,,3.00,,22.06.2016,4.20,6.90,1.2,,5.50,9.9,2.30,,,,5.00,9.20,,,,5.00,2.20,,3.00,4.70,2.40,2.90,,4.10,3.00,6.10
,,11.00,,2.00,,2.80,,26.06.2016,4.20,6.80,1.6,,5.50,9.7,2.00,,,,5.00,9.30,,,,,2.40,,3.50,6.20,2.50,2.80,,4.90,3.90,7.20
,,10.00,,2.20,,3.30,,04.07.2016,3.90*,7.10,2.0,,5.00,9.7,2.50,,,,5.00,9.00,,,,5.50,2.20,,4.00,6.40,2.70*,2.90,,5.20,4.00,6.90
,,10.70,,2.10,,3.50,,05.07.2016,,7.20,2.1,,6.00,9.8,2.00,,,,,9.10,,,,4.00,2.30,,3.30,6.10,2.50,3.10,3.00,5.00,3.90*,7.10
,,9.70,,2.10,,3.60,,06.07.2016,4.20,7.00,1.9,,9.80,9.8,2.40,,,,5.00,9.30,,,,5.50,2.40,,,5.40,2.40,3.00,3.40*,5.00,,7.00
,,10.00,,2.20,,3.90,,10.07.2016,4.20,7.80,2.4,,5.00,9.4,2.50,,,,5.00,9.20,,,,,2.50,,5.00,6.90,2.90,3.10,3.60,6.10,4.00,7.60
,,9.50,,2.20,,4.20,,14.07.2016,4.70*,7.40,2.5,,5.50,9.8,2.50,,1.70,,4.00,9.00,,,,,2.70,,3.90,5.60,,3.10,,6.20,4.00,7.10
,,8.70,,2.20,,3.10,,18.07.2016,4.20,6.90,2.7,,6.00,9.9,2.40*,,1.80,,4.50,9.20,,,,,2.90,,2.80,5.60,,3.20,4.00,6.30,,5.50
,,8.80,,2.20,,3.10,,19.07.2016,,7.50,2.6,,5.40,9.5,2.50,,1.70,,,7.60,,,,,2.90,,4.70,5.70,2.70,3.30,4.60,6.50,3.00,6.10
,,8.50,,2.30,,3.50,,20.07.2016,4.20,7.60,3.1,,7.40,10.0,2.10,,1.80,,4.50,8.50,,,,,3.00,,3.50,5.40,2.80,3.10,4.30,6.40,4.00,6.80
,,8.10,,2.30,,4.60,,21.07.2016,,7.40,3.1,,6.00,9.2,2.50,,1.70,,,7.60,,,,,2.90,,4.50,4.80,2.70,3.30*,4.20,6.80,3.50,6.80
,,7.60,,2.10,,3.40,,24.07.2016,4.20,7.60,2.5,,3.50,10.3,2.50,,1.60,,4.50,7.70,,,,,3.00,,3.10,4.60,2.70,3.50,4.90*,7.00,4.80,6.00
,,7.60,,2.40,,3.10,,25.07.2016,,7.70,2.7,,6.10,10.0,2.10,,1.70,,5.00*,8.60,,8.00,,,2.90,,4.20,4.40,2.70,3.40*,4.00,6.00,,6.80
,,7.10,,2.20,,3.40,,26.07.2016,4.20,6.90,2.8,,6.30,10.0,2.10,,1.70,,4.50,8.50,,,,,3.20,,2.40,3.80,,3.10,4.50,5.90,3.30,5.40
,,6.60,,2.50,,3.00,,01.08.2016,4.20,7.60,3.3,,5.20,9.4,2.00,,1.60,,4.50,8.20,,7.10,,,3.60,,2.20,3.90,,3.10,,6.10,5.00,5.20
,,6.30,,2.00,,3.10,,02.08.2016,5.50*,7.00,3.2,,6.60,9.0,2.50,,1.50,,5.00*,8.80,,7.00,,,3.20,,2.50,4.10,2.90,3.30*,4.70,5.70,3.40,5.10
,,6.60,,2.10,,4.00,,03.08.2016,4.60*,6.50,3.7,,5.50,9.1,2.50,,1.50,,4.50,9.00,5.00,5.70,,,3.80,,2.70,4.40,2.70,3.20,4.10*,5.80,3.70,6.20
,13.00,6.00,,2.20,,5.40,,04.08.2016,5.90*,6.90,3.6,,5.40,9.1,2.50,,1.50,,,8.90,,5.90,,,3.30,,2.50,4.50,2.80,3.30*,4.00,5.80,2.80,6.10
,,6.10,,2.70,,4.10,,07.08.2016,5.00,6.80,4.0,,4.30,9.0,2.50,,1.50,,,9.20,,5.80,,5.00,3.90,,3.10,5.40,,3.10,5.00,5.80,3.50,5.50
,,6.40,,2.60,,3.60,,08.08.2016,6.00,7.10,3.8,,4.60,8.0,2.50,,1.50,,5.00,7.10,3.30*,5.60,4.50,,3.90,,3.00,5.50,2.40,3.30,,5.70,,5.60
,,5.80,,2.60,,3.60,,09.08.2016,4.20,6.70,3.4,,4.50,8.5,2.50*,,1.50,,4.50,8.90,2.00,5.10,,,3.80,,2.50,4.50,2.70,3.20,4.00*,5.60,2.80*,4.80
,,5.70,,2.60,,4.00,,10.08.2016,,7.10,3.0,,5.40,8.4,2.60*,,1.50,,5.00,8.20,2.60,5.60,,5.50,3.80,,2.90,4.60,2.60,3.30*,4.20*,5.80,3.00,5.50
,,5.50,,2.80,,4.40,,11.08.2016,4.20,6.70,3.4,,5.30,7.9,2.50,,1.50,,4.50,7.40,2.30,5.30,4.00,4.00,3.60,,2.60,4.30,2.80,3.30*,3.70*,5.90,3.00,5.10
,,5.70,,2.60,,3.60,,14.08.2016,,7.00,3.6,,4.50,8.4,2.60,,1.60,,,7.10,4.00,6.20,4.50,5.50,3.70,,3.10*,5.00,2.70,3.50,,6.60,3.50,5.30
,,5.30,,2.50,,3.70,,15.08.2016,4.20,6.80,3.8,,5.20,7.8,2.60,,1.50,,4.50,7.90,3.30,5.20,,4.80,4.50,,2.00,4.30,2.60,3.40*,,5.90,,5.00
,,5.40,,2.60,,3.70,,16.08.2016,,6.50,3.8,,4.60,8.0,2.50,,1.50,,,7.70,2.70,5.30,4.50,5.50,4.20,,3.00,4.80,3.00,3.50*,5.00,6.50,3.40*,4.80
,,5.10,,2.60,,4.40,,17.08.2016,4.20,6.50,3.9,,4.50,7.6,2.70,,1.50,,4.00,7.70,2.10,4.70,,3.00,4.40,,2.90*,5.20,2.40,3.40*,,6.80,,5.20
,,5.10,,2.50,,4.70,,18.08.2016,,6.80,3.5,,5.30,8.5,2.50,,1.50,,,7.80,2.90,5.80,,5.20,4.20,,,5.20,2.40,3.40*,,6.50,,5.20
,,4.90,,2.60,,3.40,,21.08.2016,4.20,6.80,3.4,,3.30,7.0,2.60,,1.50,,4.00,8.10,2.00,5.00,,4.80,4.00,,,5.40,2.50,3.40*,,6.60,,6.00
,,5.00,,2.50,,3.70,,22.08.2016,4.80*,7.10,3.4,,4.70,7.4,2.50,,1.50,,3.00,7.30,3.30,5.20,,4.30,4.30,,4.00,5.40,2.50,3.30*,,6.60,4.00,5.40
,,4.80,,2.70,,3.90,,23.08.2016,3.50,6.00,3.2,,4.00,6.7,2.60*,,1.50,,4.00,6.00,2.00,4.20,4.00*,4.00,4.00,,3.90,4.80,,3.10,,5.50,3.00,5.50
,,4.80,,2.50,,4.80,,24.08.2016,,7.10,3.2,,4.40,7.1,2.50,,1.50,,,7.50,2.90,5.40,,5.20,3.90,,3.50,5.60,2.80,3.20*,4.70,6.00,3.00,6.00
,,4.60,,2.70,,4.70,,25.08.2016,3.50,6.40,3.0,,4.50,6.8,2.50,,1.50,,4.00,8.20,2.10,4.20,3.00,4.00,3.80,,3.20*,4.30,2.70,3.30*,4.00,5.90,3.00,5.60
,10.00,4.70,,2.90,,5.80,,01.09.2016,,6.00,3.0,,4.90,6.8,2.70,,1.50,,,7.80,2.00,4.30,,4.90,4.60,,3.00,6.20,2.50,3.20*,,7.70,3.00,6.00
,,4.80,,3.00,,4.70,,04.09.2016,3.70*,6.00,2.7,,4.40,6.2,2.60*,,1.50,,4.00,7.60,2.50,4.60,3.20,4.60,5.10,,3.70,6.40,2.70,3.20,,7.10,4.00,6.90
,,4.70,,3.00,,4.80,,05.09.2016,,6.60,2.6,,3.60,6.1,2.70,,1.50,,4.70*,8.40,2.50,4.50,3.70*,5.00,5.20,,3.90*,6.70,2.70,3.30*,,7.00,,6.60
,8.00,4.70,,3.10,,5.10,,06.09.2016,4.10,6.90,2.8,,5.10*,5.7,2.00,,1.40,,4.00,9.00,3.30,5.50,3.20,4.20,5.40,,4.30,6.80,,3.30*,,7.20,3.50,6.50
,,4.80,,3.00,,5.60,,07.09.2016,4.60*,6.70,2.5,,3.50,5.8,2.50,,1.40,,,8.00,2.90,4.10,4.00*,4.70,5.10,,3.10,6.90,2.70,3.30*,,7.30,3.30,6.80
,,4.80,,3.20,,5.30,,08.09.2016,4.70,6.00,2.3,,3.50,5.8,2.40,,1.40,,4.00,9.10,2.60,4.60,3.90,4.30,4.80,,3.70,6.10,2.70,3.30*,,7.00,3.50,6.30
,10.00,4.80,,3.10,,4.50,,11.09.2016,,6.40,2.4,,4.90,6.1,3.10,,1.50,,,9.20,3.20,5.00,,4.50,4.80,,4.10,6.50,2.70,2.90,,6.80,3.50*,6.60
,10.50,4.90,,3.20,,3.40,,12.09.2016,4.10,6.40,2.3,,3.50,5.9,2.50,,1.60,,4.00,7.70,2.60,5.20,3.20,4.20,4.50,,4.30,6.90,2.90,3.20*,,6.30,3.00,6.80
,10.00,5.30,,3.20,,3.20,,13.09.2016,,6.60,2.2,,3.40,6.2,,,1.40,,,9.00,3.00,5.20,3.50,4.30,4.60,,3.50,6.70,2.70,3.20*,,5.70,3.50,6.40
9.00,10.00,5.30,,3.20,,3.00,,14.09.2016,3.50,6.00,1.9,,3.40,5.8,2.50,,1.50,,4.00,8.50,3.50,4.00,3.00,4.80,4.20,,,7.00,2.70,3.20,,5.20,,6.40*
,9.00,5.30,,3.10,,3.30,,15.09.2016,,7.00,2.0,,3.80,6.4,3.10,,1.40,,,8.20,3.00,5.50,,4.50,4.10,,4.50,7.80,2.70,3.30*,,6.10,4.00,7.00
,10.30,5.30,,3.50,,2.70,,18.09.2016,3.50,6.60,2.2,,2.70,5.4,2.50,,1.50,,4.00,9.00,3.00,4.90,3.00,5.00,3.70,,4.50,7.70,2.70,3.60,,5.80,4.30,7.60
8.00,8.50,5.20,,3.60,,2.40,,19.09.2016,,6.60,2.2,,3.40,5.7,2.50,,1.60,,,9.00,3.10,4.30,,,4.10,,4.40,8.30,2.60,3.60*,,5.90,4.50,7.80
7.00,10.10,5.40,,3.50,,2.40,,20.09.2016,3.50,6.00,2.2,,3.50,6.0,2.40,,1.60,,4.00,8.90,2.70,4.70,3.00,4.60,3.90,,4.50,7.70,,3.70*,,5.10,4.50,7.90
,8.40,5.40,,3.60,,2.80,,21.09.2016,,7.00,2.1,,4.30,6.1,2.70,,1.50,,4.70*,8.80,3.30,4.60,,,4.10,,4.30,8.30,3.20,3.80*,,5.00,4.30,7.90
7.80,8.90,5.30,,3.30,,3.40,,22.09.2016,3.50,6.00,1.9,,3.50,5.6,2.50,,1.60,,4.00,8.90,2.70,4.70,3.00,4.30,3.60,,4.40,8.00,3.30,3.60,3.70,5.00,4.00,8.00
8.50,8.70,5.20,,3.40,,3.20,,25.09.2016,,7.00,2.0,,4.40,5.5,2.80,,1.60,,,9.10,3.00,4.60,3.70,4.80*,3.80,,4.70*,8.50,,3.80,,5.50,4.40*,8.40
